Price,Close,10_day_MA
Ticker,AAPL,
Date,,
2023-01-03 00:00:00+00:00,125.06999969482422,
2023-01-04 00:00:00+00:00,126.36000061035156,
2023-01-05 00:00:00+00:00,125.0199966430664,
2023-01-06 00:00:00+00:00,129.6199951171875,
2023-01-09 00:00:00+00:00,130.14999389648438,
2023-01-10 00:00:00+00:00,130.72999572753906,
2023-01-11 00:00:00+00:00,133.49000549316406,
2023-01-12 00:00:00+00:00,133.41000366210938,
2023-01-13 00:00:00+00:00,134.75999450683594,
2023-01-17 00:00:00+00:00,135.94000244140625,130.4549987792969
2023-01-18 00:00:00+00:00,135.2100067138672,131.46899948120117
2023-01-19 00:00:00+00:00,135.27000427246094,132.3599998474121
2023-01-20 00:00:00+00:00,137.8699951171875,133.6449996948242
2023-01-23 00:00:00+00:00,141.11000061035156,134.79400024414062
2023-01-24 00:00:00+00:00,142.52999877929688,136.03200073242186
2023-01-25 00:00:00+00:00,141.86000061035156,137.14500122070314
2023-01-26 00:00:00+00:00,143.9600067138672,138.19200134277344
2023-01-27 00:00:00+00:00,145.92999267578125,139.44400024414062
2023-01-30 00:00:00+00:00,143.0,140.26800079345702
2023-01-31 00:00:00+00:00,144.2899932861328,141.10299987792968
2023-02-01 00:00:00+00:00,145.42999267578125,142.1249984741211
2023-02-02 00:00:00+00:00,150.82000732421875,143.67999877929688
2023-02-03 00:00:00+00:00,154.5,145.34299926757814
2023-02-06 00:00:00+00:00,151.72999572753906,146.40499877929688
2023-02-07 00:00:00+00:00,154.64999389648438,147.61699829101562
2023-02-08 00:00:00+00:00,151.9199981689453,148.622998046875
2023-02-09 00:00:00+00:00,150.8699951171875,149.31399688720703
2023-02-10 00:00:00+00:00,151.00999450683594,149.8219970703125
2023-02-13 00:00:00+00:00,153.85000610351562,150.90699768066406
2023-02-14 00:00:00+00:00,153.1999969482422,151.797998046875
2023-02-15 00:00:00+00:00,155.3300018310547,152.78799896240236
2023-02-16 00:00:00+00:00,153.7100067138672,153.07699890136718
2023-02-17 00:00:00+00:00,152.5500030517578,152.88199920654296
2023-02-21 00:00:00+00:00,148.47999572753906,152.55699920654297
2023-02-22 00:00:00+00:00,148.91000366210938,151.98300018310547
2023-02-23 00:00:00+00:00,149.39999389648438,151.7309997558594
2023-02-24 00:00:00+00:00,146.7100067138672,151.31500091552735
2023-02-27 00:00:00+00:00,147.9199981689453,151.0060012817383
2023-02-28 00:00:00+00:00,147.41000366210938,150.36200103759765
2023-03-01 00:00:00+00:00,145.30999755859375,149.5730010986328
2023-03-02 00:00:00+00:00,145.91000366210938,148.6310012817383
2023-03-03 00:00:00+00:00,151.02999877929688,148.36300048828124
2023-03-06 00:00:00+00:00,153.8300018310547,148.49100036621093
2023-03-07 00:00:00+00:00,151.60000610351562,148.8030014038086
2023-03-08 00:00:00+00:00,152.8699951171875,149.1990005493164
2023-03-09 00:00:00+00:00,150.58999633789062,149.31800079345703
2023-03-10 00:00:00+00:00,148.5,149.49700012207032
2023-03-13 00:00:00+00:00,150.47000122070312,149.7520004272461
2023-03-14 00:00:00+00:00,152.58999633789062,150.2699996948242
2023-03-15 00:00:00+00:00,152.99000549316406,151.03800048828126
2023-03-16 00:00:00+00:00,155.85000610351562,152.03200073242186
2023-03-17 00:00:00+00:00,155.0,152.4290008544922
2023-03-20 00:00:00+00:00,157.39999389648438,152.78600006103517
2023-03-21 00:00:00+00:00,159.27999877929688,153.5539993286133
2023-03-22 00:00:00+00:00,157.8300018310547,154.05
2023-03-23 00:00:00+00:00,158.92999267578125,154.88399963378907
2023-03-24 00:00:00+00:00,160.25,156.05899963378906
2023-03-27 00:00:00+00:00,158.27999877929688,156.83999938964843
2023-03-28 00:00:00+00:00,157.64999389648438,157.34599914550782
2023-03-29 00:00:00+00:00,160.77000427246094,158.1239990234375
2023-03-30 00:00:00+00:00,162.36000061035156,158.7749984741211
2023-03-31 00:00:00+00:00,164.89999389648438,159.76499786376954
2023-04-03 00:00:00+00:00,166.1699981689453,160.64199829101562
2023-04-04 00:00:00+00:00,165.6300048828125,161.2769989013672
2023-04-05 00:00:00+00:00,163.75999450683594,161.8699981689453
2023-04-06 00:00:00+00:00,164.66000366210938,162.44299926757813
2023-04-10 00:00:00+00:00,162.02999877929688,162.62099914550782
2023-04-11 00:00:00+00:00,160.8000030517578,162.8729995727539
2023-04-12 00:00:00+00:00,160.10000610351562,163.11800079345704
2023-04-13 00:00:00+00:00,165.55999755859375,163.5970001220703
2023-04-14 00:00:00+00:00,165.2100067138672,163.8820007324219
2023-04-17 00:00:00+00:00,165.22999572753906,163.91500091552734
2023-04-18 00:00:00+00:00,166.47000122070312,163.94500122070312
2023-04-19 00:00:00+00:00,167.6300048828125,164.14500122070314
2023-04-20 00:00:00+00:00,166.64999389648438,164.43400115966796
2023-04-21 00:00:00+00:00,165.02000427246094,164.47000122070312
2023-04-24 00:00:00+00:00,165.3300018310547,164.8000015258789
2023-04-25 00:00:00+00:00,163.77000427246094,165.0970016479492
2023-04-26 00:00:00+00:00,163.75999450683594,165.46300048828124
2023-04-27 00:00:00+00:00,168.41000366210938,165.7480010986328
2023-04-28 00:00:00+00:00,169.67999267578125,166.19499969482422
