Price,Close,5_day_MA,10_day_MA,20_day_MA,30_day_MA,50_day_MA,100_day_MA
Ticker,AAPL,,,,,,
Date,,,,,,,
2022-01-03 00:00:00+00:00,182.00999450683594,,,,,,
2022-01-04 00:00:00+00:00,179.6999969482422,,,,,,
2022-01-05 00:00:00+00:00,174.9199981689453,,,,,,
2022-01-06 00:00:00+00:00,172.0,,,,,,
2022-01-07 00:00:00+00:00,172.1699981689453,176.15999755859374,,,,,
2022-01-10 00:00:00+00:00,172.19000244140625,174.1959991455078,,,,,
2022-01-11 00:00:00+00:00,175.0800018310547,173.27200012207032,,,,,
2022-01-12 00:00:00+00:00,175.52999877929688,173.3940002441406,,,,,
2022-01-13 00:00:00+00:00,172.19000244140625,173.43200073242187,,,,,
2022-01-14 00:00:00+00:00,173.07000732421875,173.61200256347655,174.88600006103516,,,,
2022-01-18 00:00:00+00:00,169.8000030517578,173.13400268554688,173.66500091552734,,,,
2022-01-19 00:00:00+00:00,166.22999572753906,171.36400146484374,172.31800079345703,,,,
2022-01-20 00:00:00+00:00,164.50999450683594,169.16000061035157,171.2770004272461,,,,
2022-01-21 00:00:00+00:00,162.41000366210938,167.2040008544922,170.31800079345703,,,,
2022-01-24 00:00:00+00:00,161.6199951171875,164.91399841308595,169.26300048828125,,,,
2022-01-25 00:00:00+00:00,159.77999877929688,162.90999755859374,168.02200012207032,,,,
2022-01-26 00:00:00+00:00,159.69000244140625,161.60199890136718,166.48300018310547,,,,
2022-01-27 00:00:00+00:00,159.22000122070312,160.54400024414062,164.85200042724608,,,,
2022-01-28 00:00:00+00:00,170.3300018310547,162.12799987792968,164.66600036621094,,,,
2022-01-31 00:00:00+00:00,174.77999877929688,164.76000061035157,164.83699951171874,169.86149978637695,,,
2022-02-01 00:00:00+00:00,174.61000061035156,167.7260009765625,165.31799926757813,169.49150009155272,,,
2022-02-02 00:00:00+00:00,175.83999633789062,170.95599975585938,166.27899932861328,169.29850006103516,,,
2022-02-03 00:00:00+00:00,172.89999389648438,173.69199829101564,167.1179992675781,169.1974998474121,,,
2022-02-04 00:00:00+00:00,172.38999938964844,174.10399780273437,168.11599884033203,169.21699981689454,,,
2022-02-07 00:00:00+00:00,171.66000366210938,173.47999877929686,169.11999969482423,169.19150009155274,,,
2022-02-08 00:00:00+00:00,174.8300018310547,173.5239990234375,170.625,169.32350006103516,,,
2022-02-09 00:00:00+00:00,176.27999877929688,173.61199951171875,172.28399963378905,169.38349990844728,,,
2022-02-10 00:00:00+00:00,172.1199951171875,173.45599975585938,173.5739990234375,169.2129997253418,,,
2022-02-11 00:00:00+00:00,168.63999938964844,172.70599975585938,173.40499877929688,169.0354995727539,,,
2022-02-14 00:00:00+00:00,168.8800048828125,172.15,172.81499938964845,168.82599945068358,170.84599965413412,,
2022-02-15 00:00:00+00:00,172.7899932861328,171.74199829101562,172.63299865722655,168.97549896240236,170.53866628011068,,
2022-02-16 00:00:00+00:00,172.5500030517578,170.99599914550782,172.3039993286133,169.29149932861327,170.30033315022786,,
2022-02-17 00:00:00+00:00,168.8800048828125,170.3480010986328,171.9020004272461,169.5099998474121,170.0990000406901,,
2022-02-18 00:00:00+00:00,167.3000030517578,170.0800018310547,171.39300079345702,169.75449981689454,169.9423334757487,,
2022-02-22 00:00:00+00:00,164.32000732421875,169.16800231933593,170.65900115966798,169.8895004272461,169.6806671142578,,
2022-02-23 00:00:00+00:00,160.07000732421875,166.62400512695314,169.18300170898436,169.90400085449218,169.27666727701822,,
2022-02-24 00:00:00+00:00,162.74000549316406,164.66200561523436,167.8290023803711,170.05650100708007,168.8653340657552,,
2022-02-25 00:00:00+00:00,164.85000610351562,163.856005859375,167.1020034790039,170.3380012512207,168.50933430989582,,
2022-02-28 00:00:00+00:00,165.1199951171875,163.42000427246094,166.7500030517578,170.07750091552734,168.27366739908854,,
2022-03-01 00:00:00+00:00,163.1999969482422,163.1960021972656,166.18200225830077,169.4985008239746,167.94466705322264,,
2022-03-02 00:00:00+00:00,166.55999755859375,164.49400024414064,165.5590026855469,169.09600067138672,167.8366668701172,,
2022-03-03 00:00:00+00:00,166.22999572753906,165.19199829101564,164.927001953125,168.61550064086913,167.8366668701172,,
2022-03-04 00:00:00+00:00,163.1699981689453,164.85599670410156,164.3560012817383,168.12900085449218,167.79200032552083,,
2022-03-07 00:00:00+00:00,159.3000030517578,163.69199829101564,163.55600128173828,167.47450103759766,167.6883336385091,,
2022-03-08 00:00:00+00:00,157.44000244140625,162.53999938964844,162.86800079345704,166.7635009765625,167.54900054931642,,
2022-03-09 00:00:00+00:00,162.9499969482422,161.81799926757813,163.15599975585937,166.16950073242188,167.65466715494793,,
2022-03-10 00:00:00+00:00,158.52000427246094,160.2760009765625,162.73399963378907,165.28150100708007,167.61566721598308,,
2022-03-11 00:00:00+00:00,154.72999572753906,158.58800048828124,161.7219985961914,164.41200103759766,167.46600036621095,,
2022-03-14 00:00:00+00:00,150.6199951171875,156.85199890136718,160.2719985961914,163.5110008239746,166.80900014241536,,
2022-03-15 00:00:00+00:00,155.08999633789062,156.38199768066406,159.46099853515625,162.8215003967285,166.1526667277018,167.63619995117188,
